102.63	0	0	0	0	0	0	399.974	0	43.8022	
102.63	0	41.1214	0	0	0	208.28	832.119	0	43.8022	
101.434	0	41.1214	0	0	0	208.28	1300.43	0	43.8022	
101.434	0	41.1214	546.295	0	0	582.002	1365.62	0	43.8022	
532.348	0	41.1214	546.295	0	0	582.002	1970.97	0	168.731	
532.348	0	480.181	546.295	0	0	582.002	1970.97	0	842.021	
532.348	0	480.181	1321.07	0	0	1195.85	2140.27	0	842.021	
1229.17	0	480.181	1321.07	0	0	1195.85	2997.34	0	1068.59	
1229.17	0	1208.63	1321.07	0	0	1195.85	2997.34	0	2019.44	
1229.17	0	1208.63	2400.87	0	0	2139.68	3223.79	0	2019.44	
1229.17	0	2239.48	2400.87	0	0	2139.68	3223.79	0	2296.63	
2356.09	0	3519.63	2400.87	0	0	2139.68	3223.79	0	2296.63	
2356.09	0	3519.63	2400.87	0	1252.31	2139.68	4626.27	0	2296.63	
2356.09	0	3519.63	2400.87	0	1252.31	3651.89	4626.27	0	3851.48	
4021.97	0	3519.63	4195.47	0	1714.3	3651.89	4626.27	0	3851.48	
4021.97	0	5467.19	4195.47	0	3553.22	3651.89	4626.27	0	3851.48	
4021.97	0	7470.44	4195.47	0	3553.22	4586.85	6797.22	0	3851.48	
4021.97	2183.06	7470.44	4195.47	0	3553.22	4586.85	7643.88	0	6252.27	
4021.97	2183.06	7470.44	4195.47	0	3553.22	7166.43	7643.88	0	8866.94	
6862.75	2183.06	7470.44	7154.7	0	4603.28	7166.43	7643.88	0	8866.94	
6862.75	2183.06	10627.1	7154.7	0	4603.28	7166.43	7643.88	0	8866.94	
6862.75	2183.06	10627.1	7154.7	0	8024.93	8757.95	11252.1	0	8866.94	
6862.75	5919.02	10627.1	11193.6	0	8024.93	8757.95	12431.6	0	8866.94	
8064.45	5919.02	10627.1	11193.6	0	8024.93	13102.3	16884.2	0	8866.94	
12820.5	5919.02	10627.1	11193.6	0	9822.68	13102.3	16884.2	0	13781.5	
12820.5	5919.02	10627.1	16669.3	0	15095.3	13102.3	16884.2	0	15894.9	
12820.5	5919.02	16499.1	16669.3	0	15095.3	13102.3	16884.2	0	15894.9	
12820.5	12225.9	16499.1	16669.3	0	15095.3	14926.5	23514.5	0	15894.9	
12820.5	12225.9	16499.1	16669.3	0	15095.3	22173.5	30911.8	0	15894.9	
20713.4	12225.9	16499.1	16669.3	0	15095.3	22173.5	30911.8	0	23924.4	
